prompt_id,role,category,skill,difficulty,question_type,source_type,question,prompt,chosen_source,chosen_temperature,chosen_reward,chosen,rejected_temperature,rejected_reward,rejected,judge_margin,viable_candidate_count,judge_model,selection_policy
SWE_209,软件开发工程师,计算机网络,协议选型与约束权衡,初级,业务场景或案例题,evol_instruct,你要为一个物联网设备数据上报系统选择通信协议。设备端算力有限、网络不稳定、数据包小但发送频繁，且需要服务端偶尔下发指令。请从HTTP、MQTT和WebSocket中做出选择并说明核心理由。,"[{'role': 'user', 'content': '你要为一个物联网设备数据上报系统选择通信协议。设备端算力有限、网络不稳定、数据包小但发送频繁，且需要服务端偶尔下发指令。请从HTTP、MQTT和WebSocket中做出选择并说明核心理由。'}]",sft_reference,,31.375,我选MQTT。核心原因是它专门为物联网这种低算力、弱网、小包高频的场景设计的。HTTP头部开销大，每次请求都要建连接，设备端频繁上报时功耗和流量都扛不住，而且服务端下发指令还得靠轮询，不实时。WebSocket虽然能双向通信，但它是长连接，网络不稳定时重连逻辑要自己写，而且协议本身没有针对低带宽做优化，头部和帧开销比MQTT大。MQTT基于TCP，但它的控制报文头最小只有2字节，比HTTP动不动几百字节的头部轻太多；它自带QoS级别，网络抖动时能保证消息不丢；还有心跳保活机制，断线后能自动重连，服务端下发指令通过订阅主题直接推给设备，不需要设备主动问。设备端算力有限，MQTT客户端实现也简单，内存占用小。本质上，MQTT就是为“小数据、弱网络、低功耗”设计的，HTTP和WebSocket更像是为“大流量、稳定网络、实时交互”设计的，场景不对。,0.5,24.25,"我建议用MQTT。它本质是“发布/订阅”模型，设备端只需要监听感兴趣的主题，不用主动去连服务器，也不必关心TCP连接状态——这正是你描述的场景：算力有限、网络不稳定、数据包小但发送频繁，以及偶尔要发指令。

HTTP在低带宽下开销大，每个请求都要建立TCP连接，对设备来说太重；WebSocket虽然能保持长连接，但它的握手和消息格式都比MQTT多，而且你不需要双向通信，没必要加复杂性。

MQTT的QoS级别也很重要，如果设备只接收不发送，P2P（Quality of Service）选1就够用了，因为丢包率高时P2P更稳。本质上，MQTT是为“轻量级、不可靠、偶尔有指令”的场景设计的，HTTP和WebSocket更适合“可靠、实时”的场景。",7.125,3,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_213,软件开发工程师,工程实践,多环境配置管理,初级,实操或任务题,evol_instruct,你的应用需要在开发、测试、预发布和生产四个环境中运行，数据库连接、第三方密钥等配置各不相同，且部分配置属于敏感信息。你会如何实现配置管理，既方便切换环境又不会泄露秘钥？,"[{'role': 'user', 'content': '你的应用需要在开发、测试、预发布和生产四个环境中运行，数据库连接、第三方密钥等配置各不相同，且部分配置属于敏感信息。你会如何实现配置管理，既方便切换环境又不会泄露秘钥？'}]",sft_reference,,30.875,"我一般会按“环境分层 + 敏感信息外置”来做。核心思路是：非敏感配置放代码仓库，敏感配置放环境变量或专门的密钥管理服务。

具体来说，我会建一个config目录，里面放base配置（公共部分），然后每个环境一个覆盖文件，比如dev、test、staging、prod，用环境变量去指定当前激活哪个环境。这样切换环境就是改一个变量的事。

敏感信息像数据库密码、第三方密钥，我不会写进这些文件里，更不会提交到Git。我会用环境变量直接注入，或者用像Vault、AWS Secrets Manager这种专门的密钥管理工具，应用启动时去拉取。本地开发可以用.env文件，但.gitignore里必须把它排除掉。

如果项目规模大，我会引入配置中心，比如Apollo或Nacos，集中管理所有环境的配置，还能动态刷新，不用重启应用。构建时也可以做替换，但那只适合非敏感内容。

本质上就是：把“配置”和“密钥”分开管，配置可以进仓库，密钥永远只存在于运行时环境里。",0.3,24.125,"推荐使用配置中心加环境变量的组合方案。具体做法是：把所有配置做成JSON或YAML文件，存放在外部存储（比如AWS S3、阿里云OSS），每个环境对应一个独立的配置版本。然后在代码里通过环境变量去读取配置，而不是硬编码到代码里。

这样做的好处是：开发时可以随时改配置，不用重启服务；测试环境和预发环境可以共享一部分配置，减少重复工作；生产环境有专门的秘钥，不会出现在代码里。同时，配置中心本身也有备份和版本控制，能追溯历史变更。

如果怕有人偷看秘钥，我会用密钥管理工具（像AWS KMS、阿里云RAM）来生成和管理密钥，然后只把密钥的哈希值写进配置文件，或者用加密后的字符串代替明文。本质上就是把“代码+配置”从同一个地方分离出来，让配置只存在一处，并且对敏感数据做隔离。",6.75,4,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_219,软件开发工程师,消息队列+DB,异步数据最终一致性,中级,业务场景或案例题,evol_instruct,系统通过消息队列异步消费来更新数据库，但偶尔出现消息丢失或重复消费导致两边数据不一致。请从消息生产、存储、消费三个阶段分别设计机制来保证最终一致性，并说明如何设计对账方案来发现遗漏的不一致。,"[{'role': 'user', 'content': '系统通过消息队列异步消费来更新数据库，但偶尔出现消息丢失或重复消费导致两边数据不一致。请从消息生产、存储、消费三个阶段分别设计机制来保证最终一致性，并说明如何设计对账方案来发现遗漏的不一致。'}]",sft_reference,,28.25,"消息队列的最终一致性，核心是“不丢、不重、能对账”。生产阶段，我会开生产者确认机制，就是发完消息等broker回ack，没收到就重试，重试时带全局唯一消息ID，这样即使重复发送，消费端也能识别。存储阶段，broker要开持久化，把消息落盘到本地日志，同时靠副本机制保证多副本同步，主节点挂了从节点能顶上，避免消息在内存里丢。消费阶段，最关键的是幂等消费——数据库更新操作要基于业务主键或消息里的唯一ID做去重，比如用唯一索引或Redis setnx，这样重复消息不会重复改数据。同时，偏移量要手动提交，而且必须在数据库事务成功之后再提交偏移量，保证“先改库、后提交”，否则消息处理失败但偏移量已提交就会丢消息。

对账方案上，我会设计一个定时任务，比如每5分钟扫描一次消息表和生产端发送记录，比对消费端处理状态。具体做法是：生产端在发送时写一条发送流水，消费端在处理成功后写一条处理流水，两张表通过消息ID关联。对账时找出“有发送无处理”或“处理时间异常”的记录，重新投递或触发补偿任务。本质就是靠唯一ID贯穿全链路，用状态机加定时扫描兜底，把消息系统的“至少一次”变成业务上的“恰好一次”。",0.7,21.125,"生产端：给消息打时间戳和唯一ID，在存储端用MQ的exclusive和durable特性保证单个消费者消费时不会被中断，同时配合幂等键（比如订单号）去重。

存储端：在MQ消费完成前先写影子表，消费后做主从同步，再删影子表。

消费端SOP：每个消费者维护一个本地序列号，消费时从MQ拉取起始序号并跳过重复消息；消费完成后向MQ发送ack，如果两次ack之间MQ宕机了，下次消费会重新拉取，不会丢消息。

对账方案：每天跑定时任务，把数据库中的最新状态和MQ里的未确认消息做比对，找出遗漏的重复消息，再触发生产者重新投递或处理。",7.125,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_225,软件开发工程师,分布式系统,跨洲延迟优化,高级,业务场景或案例题,evol_instruct,一个跨洲际部署的实时数据同步服务要求端到端延迟在200ms以内，但跨洋网络抖动和节点故障导致P99频繁超标。请设计一个整合本地缓存、异步处理和故障转移的方案来稳定长尾延迟。,"[{'role': 'user', 'content': '一个跨洲际部署的实时数据同步服务要求端到端延迟在200ms以内，但跨洋网络抖动和节点故障导致P99频繁超标。请设计一个整合本地缓存、异步处理和故障转移的方案来稳定长尾延迟。'}]",sft_reference,,25.375,"这个问题的核心是：跨洋链路物理延迟摆在那，P99超标本质上是网络抖动和故障把尾部请求拖垮了。我的思路是让绝大多数请求根本不走跨洋链路。

本地缓存是第一步，把热点数据放在各区域边缘节点，命中率能做到80%以上，这部分请求延迟直接降到个位数毫秒。但缓存必然有失效问题，所以我会用异步回源：本地没命中时，先返回一个带版本号的旧值或占位符，同时后台异步去拉最新数据，这样用户感知不到跨洋延迟。

然后是超时熔断，跨洋请求设置一个硬超时，比如50ms，超了就立刻返回本地兜底值，同时记录失败并触发熔断器，连续失败就快速失败，不再发跨洋请求。节点故障这块，每个区域至少部署两个副本，用健康检查自动切换，切换时本地缓存预热，避免冷启动打爆源站。

一致性上，我接受最终一致，用版本号或时间戳做冲突解决，业务上能容忍秒级延迟。本质上就是把""实时同步""降级成""准实时同步""，用缓存和异步把跨洋延迟从用户路径上摘掉，只让极少数写操作走长链路。",0.5,21.5,"跨洋网络的P99超时通常不是单点故障，而是由多个因素叠加造成的。所以我的思路是：把请求拆成“先查本地缓存→再走异步队列→最后才去远程查询”的三段路。

本地缓存用Redis或Couchbase，key是用户ID+当前时间戳，value是最近一次成功的响应。这样即使跨洋网络延迟高，也能拿到历史数据，减少对远程的依赖。

异步队列用Kafka或RocketMQ，消息里带用户ID、请求参数和优先级（比如按业务重要性排序）。消费者从队列取任务，本地没有就去远程查询，查询完后写回本地缓存并发消息给下游应用。如果远程返回错误，就丢进Retry队列重试，同时记录失败日志。

故障转移上，我会监控Redis连接池和Kafka broker的可用性，一旦发现异常就临时切换到备用实例，并且把流量自动路由过去。另外还要做幂等处理，防止重复消费同一个消息导致重复扣款。

本质就是：把“慢”变成“可预测”，让系统能扛住突发流量，而不是靠运气。",3.875,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_237,软件开发工程师,系统设计,服务治理与容错,高级,方案权衡或开放题,evol_instruct,核心接口A依赖B、C、D三个下游，其中B的P99偶尔从20ms飙升到2s，导致A线程池被打满影响所有调用方。配置熔断又怕误熔断导致功能降级影响体验。请设计一套能准确识别B真实异常状态而非偶发抖动的熔断方案，并说明熔断期间如何提供可接受的降级体验。,"[{'role': 'user', 'content': '核心接口A依赖B、C、D三个下游，其中B的P99偶尔从20ms飙升到2s，导致A线程池被打满影响所有调用方。配置熔断又怕误熔断导致功能降级影响体验。请设计一套能准确识别B真实异常状态而非偶发抖动的熔断方案，并说明熔断期间如何提供可接受的降级体验。'}]",sft_reference,,30.0,"这个问题的核心是：熔断不能只看单次P99，要看“趋势”和“比例”，不然偶发抖动就会误伤。

我的方案是三重条件叠加触发熔断：第一，慢调用比例，比如最近10秒内，调用B的请求里超过1秒的占比超过50%；第二，错误率，比如5xx或超时比例超过30%；第三，最小请求数，比如至少得有20个请求样本，避免样本太少误判。这三个条件同时满足才进入熔断，缺一不可。这样偶发一次2秒的抖动，只要比例不够，就不会触发。

熔断期间，我不用一刀切全断，而是用“半开探针”：放少量请求过去，比如每5秒放1个，如果成功就逐步恢复，失败就继续熔断。这样能快速恢复，又不会一恢复就被打爆。

降级体验方面，分三层：第一层，如果B有缓存，直接返回缓存结果，哪怕旧一点；第二层，没有缓存就返回默认值，比如空列表或预设的兜底数据；第三层，如果业务允许，就降级为异步处理，先告诉调用方“已受理”，后台重试。

最后说隔离，我会用线程池隔离而不是信号量，因为信号量只限制并发数，但B慢的时候线程池里的线程会被占住，信号量挡不住线程堆积。线程池隔离能保证B的故障只消耗它自己的线程，不拖垮A的主线程池。本质上，这个方案就是“用比例和趋势判断故障，用半开探针做恢复，用缓存和默认值保体验”。",1.1,25.875,"先明确：核心业务不能因为某个下游抖动而崩溃整个链路——这属于过期红线。

核心思路是“先异步探测，再静态阈值”，配合动态重试兜底。

具体做法分三层：

第一层，主动探测：在调用B之前，让一个专门探针异步请求一次B的P50/P99/P996，并且设个超时窗口，超过这个窗口就算异常。同时保留历史数据做比对，避免偶然高峰。

第二层，熔断策略上不依赖P99单一指标，而是复合判断：比如按平均RT加P996的标准差（SDE）作为告警基准，当SDE超过阈值就熔断；或者单独针对B设置P99的1秒滑动均值+波动率组合。熔断动作统一写死在配置中心，避免代码内改逻辑。

第三层，在熔断期间必须有降级能力。因为B可能只是偶发故障，不是永久挂掉——所以不直接封杀，而是做级联熔断：如果B连续两次熔断，才把A的线程池也限流或切走备用队列；但每次熔断后要记录失败原因和时间戳，方便排查。

本质就是：“用异步探测替代静态阈值”，用复合指标降低误判，最后熔断前做一次轻量级降级保证用户感知。",4.125,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_249,软件开发工程师,系统设计,架构演进,高级,方案权衡或开放题,evol_instruct,单体应用已运行3年，代码超200万行，团队60人。每次发布冻结代码3天合并分支，线上定位平均2小时。要求在不影响业务迭代速度的前提下逐步拆为微服务。请设计渐进式拆分方案，说明服务拆分优先级标准、数据层拆分策略以及拆分过程中的双写兼容和数据一致性保障。,"[{'role': 'user', 'content': '单体应用已运行3年，代码超200万行，团队60人。每次发布冻结代码3天合并分支，线上定位平均2小时。要求在不影响业务迭代速度的前提下逐步拆为微服务。请设计渐进式拆分方案，说明服务拆分优先级标准、数据层拆分策略以及拆分过程中的双写兼容和数据一致性保障。'}]",sft_reference,,29.375,"这个场景我见过不少，核心矛盾是：业务不能停，但架构必须动。我的方案分三步走。

第一步，拆分优先级。标准就两条：一是按变更频率，哪个模块改得最勤、发布最痛，先拆它，比如订单、支付这类核心交易链路；二是按业务边界，看领域模型是否清晰，像用户、商品这种天然独立的域优先。不按代码量拆，那会拆出一堆依赖地狱。

第二步，数据层策略。应用层先动，服务化接口先封装，但数据库暂时不拆。等某个服务稳定运行后，再垂直拆分它的表，独立库独立账号。拆库时用“双写”过渡：老库和新库同时写，读走老库，等新库数据追平并验证一致后，切读流量，最后停老库写。这个周期一般两到四周。

第三步，双写兼容和一致性。双写阶段用事务消息或本地消息表，保证最终一致。比如订单服务写老库成功后，发MQ，新库消费后落库，失败就重试加对账。线上加一个对账任务，每天跑一次，发现差异自动告警。同时，所有拆分服务都做接口级幂等，防止重放。

本质就是：用Strangler Fig模式，每次只切一小块，用自动化回归和灰度发布兜底，让架构演进跟上业务节奏，而不是等一个“完美时机”。",0.9,22.125,"单体3年、超200万行，每次冻代码3天，线上2小时定位，这说明耦合度高到极致，架构瓶颈是卡住整个团队的。

我的拆分思路先定方向：不追求“完美拆”，而是先拆最痛的服务，比如用户账户或支付这类高频、高错误率的入口模块。拆分标准就一个硬指标——哪个服务出问题导致收入流失最大或客户体验最低。优先拆高耦合、高变更频率、有明确下游依赖的服务，而不是把所有模块都拆成独立服务。

数据层拆分我倾向用CQRS加CRUD本地存储加消息队列异步合并。核心原则是保留最终一致：历史数据以库为准，查询走本地缓存+事件触发刷新，写操作通过消息流同步到备库再确认。具体做法是为每个服务单独建一张表，但主键不共享，读请求直接打本地缓存，写请求发MQ，备库异步落盘后才做最终写入。

双写兼容上，我不用悲观锁，用乐观锁配合版本号。对账流程：每天凌晨跑一次任务，对比库和缓存里的数据数量和字段校验（像金额、状态码），发现差异就发告警，人工介入查原因。如果能保证日志级别信息一致，就不用对账，但为了安全起见，我还是设了这个机制。

本质就是：拆分不是画图，是解决流量、故障和团队效率三个问题，每拆一个服务都要验证“新服务比老服务更省事”，否则就是瞎折腾。",7.25,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_256,软件开发工程师,数据库,乐观锁与并发冲突,中级,业务场景或案例题,evol_instruct,一个下单流程需同时读取价格、检查库存、校验优惠券和扣减库存。加行锁防止超卖但TP99升高，不加锁又出现超卖。可重复读级别下用FOR UPDATE能防超卖但并发低，快照读并发高但超卖。请设计不使用悲观锁也能防超卖的库存扣减方案，并说明优惠券和库存联合扣减时如何保证一致性。,"[{'role': 'user', 'content': '一个下单流程需同时读取价格、检查库存、校验优惠券和扣减库存。加行锁防止超卖但TP99升高，不加锁又出现超卖。可重复读级别下用FOR UPDATE能防超卖但并发低，快照读并发高但超卖。请设计不使用悲观锁也能防超卖的库存扣减方案，并说明优惠券和库存联合扣减时如何保证一致性。'}]",sft_reference,,27.625,"这个问题核心是：把“判断+扣减”从两个步骤合成一个原子操作，别让并发请求在中间插一脚。

库存这边，最直接的是用条件更新，比如 `UPDATE stock SET quantity = quantity - 1 WHERE sku_id = ? AND quantity >= 1`，数据库行锁只在执行这一条SQL时短暂持有，比FOR UPDATE锁整个事务短得多，TP99自然降下来。如果更新影响行数为0，说明库存不足或版本冲突，就重试或直接返回失败。要防ABA，就在表里加个version字段，更新时带上 `AND version = ?`，版本变了就重试，但库存扣减本身用数量条件就够了，版本更多是防其他字段被覆盖。

优惠券和库存联合扣减，不能拆成两个独立事务，否则一个成功一个失败就脏了。方案是：把两个扣减都放进同一个数据库事务，但都用条件更新，先扣库存再扣券，哪个失败就整体回滚。如果跨库或跨服务，就用Redis Lua脚本，把检查库存、扣库存、检查券、扣券、记录流水全写进一个脚本，Redis单线程执行保证原子性，脚本里用`DECR`或`HINCRBY`配合判断返回值，失败就返回错误码，业务层做非阻塞重试，比如指数退避重试3次，还不行就返回用户“稍后再试”。

本质就是：把“读-判断-写”压缩成一条原子命令，用版本号或数量条件代替行锁，用重试代替阻塞等待。",0.5,20.25,"库存扣减方案可以基于“最终一致性”来解决：在订单提交时，先从Redis或缓存里获取当前库存量，如果小于0就返回失败；然后向数据库发起扣减操作，再更新缓存。这样即使数据库事务失败，也不会出现超卖。

对于优惠券和库存联合扣减，核心是“幂等+去重”。具体做法是在订单创建时，把优惠券编号和库存ID组合成一个唯一键（比如`coupon_id + inventory_id`），插入一张去重表，同时标记已处理。后续查询时先查去重表，如果存在该组合，则直接返回成功并跳过扣减；如果没有，则执行扣减逻辑，并更新去重表。这样即使并发请求都命中同一张去重表，也不会重复扣减，保证最终一致。",7.375,4,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_258,软件开发工程师,并发基础,异步编程与超时容错,中级,方案权衡或开放题,evol_instruct,一个聚合接口需调用5个下游服务然后合并返回，当前串行耗时500ms要求并行后降到100ms内。但直接CompletableFuture或协程并行，任一慢请求都会拖慢整体且线程消耗大。请设计带超时控制、资源隔离和部分失败的异步聚合方案，并说明下游失败时如何构造尽可能好的降级响应。,"[{'role': 'user', 'content': '一个聚合接口需调用5个下游服务然后合并返回，当前串行耗时500ms要求并行后降到100ms内。但直接CompletableFuture或协程并行，任一慢请求都会拖慢整体且线程消耗大。请设计带超时控制、资源隔离和部分失败的异步聚合方案，并说明下游失败时如何构造尽可能好的降级响应。'}]",sft_reference,,24.5,"这个场景核心是“并行 + 兜底”，不能因为一个慢服务拖垮整个接口。我的方案分三层：

第一层，并行控制。用CompletableFuture或者协程发起5个调用，但每个future都套上`orTimeout`，比如统一设80ms超时，超时直接返回一个默认的降级结果，不等它。这样整体耗时上限就是80ms加合并开销，稳进100ms。

第二层，资源隔离。每个下游单独用一个线程池，池大小和队列都独立，比如核心线程数2、队列20。这样某个下游被打爆时，只会占它自己的池，不会把其他服务的线程饿死。如果用的是协程，那就靠调度器限流，但线程池隔离更直观。

第三层，降级响应。每个下游失败或超时，立刻用本地缓存里的旧值填充，没有缓存就返回一个结构完整的stub，比如空列表、默认状态码，但字段里标记`degraded=true`。同时把失败信息异步上报监控，触发熔断器，比如10秒内失败率超50%就快速失败，不再发起真实调用。

本质就是：用超时切掉慢依赖，用隔离挡住故障扩散，用缓存和stub保证响应永远有内容，哪怕不完美。",0.7,17.0,"这题考的是对网络依赖的隔离和容错设计。我一般会这么干：先说架构——把聚合拆成两个层次：上游是调用方自己去处理并发限流和超时（比如用`@Async`加`@Timeout`），下游是真正负责执行的独立服务。

对下游失败，我会用`CompletableFuture.whenComplete`配合`Supplier`来构造降级响应。具体做法是：每个下游服务调用完后，不管成功还是失败，都把结果缓存到本地临时变量，然后用一个`Future.supply()`包装它，这个包装器在完成后会判断是否为失败状态，如果是就用预设的降级模板填充——比如把`code`改成2xx，`message`改成“内部错误，请重试”，同时带上合理的兜底数据（比如取最近一次成功的数据）。

至于资源隔离，我会在聚合入口处用`ExecutorService`分组执行，每组有单独的队列和线程池，这样即使某个下游卡住了，也不会影响其他服务的执行。同时会监控单点热点——如果某个下游的吞吐异常高，我会触发熔断器，把该服务的调用量限制在历史P95水平，并把降级响应提前写入缓存。

本质就是：异步化解决并发问题，但失败时不能让下游拖垮整个聚合，所以得靠缓存、降级和熔断来保证业务可用性。",7.5,4,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_259,软件开发工程师,系统设计,全链路压测与流量隔离,高级,方案权衡或开放题,evol_instruct,公司需对电商核心链路做全链路压测验证双11容量，但压测流量不能污染线上真实数据也不能影响真实用户。请设计方案，说明压测流量打标透传机制、各中间件的压测流量隔离策略、影子库逻辑隔离方案，以及如何在不影响线上服务SLA前提下完成压测并准确评估容量水位。,"[{'role': 'user', 'content': '公司需对电商核心链路做全链路压测验证双11容量，但压测流量不能污染线上真实数据也不能影响真实用户。请设计方案，说明压测流量打标透传机制、各中间件的压测流量隔离策略、影子库逻辑隔离方案，以及如何在不影响线上服务SLA前提下完成压测并准确评估容量水位。'}]",sft_reference,,30.625,"全链路压测的核心是“流量打标+影子隔离”。我们会在入口网关给压测请求打上特定的Tag，比如在HTTP Header里加一个`x-pt-flag: true`，这个Tag必须透传到下游所有中间件——RPC框架里通过隐式传参透传，MQ消息里塞进消息属性，Redis的key加前缀，数据库走影子库。这样每个环节都能识别出压测流量。

隔离策略上，数据库用影子库，就是物理上单独建一套库，表结构和线上一致，但数据是空的或造出来的，压测流量只读写影子库；Redis用影子key，比如线上key是`user:123`，压测就写`shadow:user:123`，这样不会污染线上缓存；MQ消费端要单独建一套压测topic，或者消费时根据消息里的Tag直接丢弃或转发到影子topic，避免压测消息被真实业务消费。

影子库逻辑隔离就是通过数据库连接层路由，根据透传的Tag把SQL路由到影子库连接池，线上流量走正常连接池，两套连接池物理隔离，互不影响。

压测执行上，不能一上来就全量打，要按QPS阶梯递增，比如从100、500、1000、2000这样往上加，每档观察RT、错误率、CPU、内存、GC等指标，一旦超过SLA阈值（比如RT超过200ms或错误率超过0.1%）就自动熔断，停止加压。压测结果要结合容量模型来评估，比如单机QPS上限、集群水位、依赖中间件的瓶颈点，最后算出整个链路能扛住的最大QPS，再对比双11预估流量，得出需要扩容的机器数或优化点。

本质就是：用一套可识别的“影子流量”在真实系统里做压力测试，通过隔离和熔断保证线上安全，最后用压测数据反推容量水位。",0.3,24.375,压测流量打标透传机制：在入口网关或应用层加一层拦截器，在请求头里插入一个唯一的标识符（比如UUID），同时把压测标记写入数据库或消息队列，下游各组件通过这个标记判断是否接受流量。中间件隔离策略：Redis用独立实例或独立分片，MySQL用影子库，MQ用独立队列，Nginx用独立配置块，Dubbo用独立版本号或负载均衡权重。影子库逻辑隔离：创建一个与线上完全一致的副本库，只读流量走它，写流量走线上，两套库的数据同步靠binlog或定时任务。压测容量评估：先跑基础压测，再逐步加流量，每轮记录QPS、RT、错误率和内存占用，直到系统开始抖动或出现瓶颈，然后根据历史数据拟合曲线，得出峰值容量。,6.25,3,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_262,软件开发工程师,安全,数据安全与访问控制,初级,基础概念,evol_instruct,一个用户信息查询接口需要支持不同角色查看不同范围的用户数据，普通用户只能看自己、客服可看有限字段、管理员可看全部。你会如何设计权限校验和数据脱敏方案？,"[{'role': 'user', 'content': '一个用户信息查询接口需要支持不同角色查看不同范围的用户数据，普通用户只能看自己、客服可看有限字段、管理员可看全部。你会如何设计权限校验和数据脱敏方案？'}]",sft_reference,,25.75,"这个问题的核心是“认证”和“授权”要分开。认证是确认你是谁，授权是决定你能看什么。我会用RBAC模型，把角色和权限映射关系存起来，比如普通用户、客服、管理员各自对应一组权限码。

接口层我会做一个统一的拦截器或过滤器，在进入业务逻辑之前先做鉴权，拿到当前用户的角色，再根据角色决定返回哪些字段。比如普通用户只能查自己，客服可以查别人但只能看有限字段，管理员全量。这个拦截器里做两层：第一层校验身份，第二层校验资源归属和字段范围。

数据脱敏我倾向于在序列化阶段做，不污染底层数据。比如定义不同的视图或脱敏策略，客服返回时手机号中间四位打码，管理员返回明文。这样业务代码不用到处判断角色，逻辑集中，也方便后续加新角色。

审计日志必须记，谁在什么时间查了谁的什么数据，这个要落到日志系统，方便追溯。本质上就是最小权限原则落地：权限前置校验，数据后置脱敏，全程留痕。",0.5,22.0,权限校验和数据脱敏的核心是“先管好人，再管好数据”。我会在接口层做一层鉴权，根据请求头或参数判断当前用户的角色和授权级别，比如用JWT或RBAC模型来控制能查什么、能看到哪些字段。对于敏感信息，比如手机号、身份证号、银行卡号，我不会直接返回原值，而是走脱敏规则——比如手机号只保留前三位加后四位，身份证只留年份和性别码，金额用固定位数的小数点格式化。同时，所有查询结果都要记录日志，包括请求ID、用户ID、操作时间、字段过滤列表，方便后续审计和合规检查。本质上就是“权限管人，脱敏保隐私”，两者要配合起来才能既安全又可用。,3.75,5,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
SWE_271,软件开发工程师,并发基础,线程池调优与监控,中级,实操或任务题,evol_instruct,你的线程池核心参数已根据业务预估配置，但上线后出现任务积压和拒绝执行的情况。请描述从线程池指标监控、原因定位到参数动态调整的完整方法。,"[{'role': 'user', 'content': '你的线程池核心参数已根据业务预估配置，但上线后出现任务积压和拒绝执行的情况。请描述从线程池指标监控、原因定位到参数动态调整的完整方法。'}]",sft_reference,,25.75,"线程池核心参数配好了，但上线后积压和拒绝，说明预估和实际负载不匹配。我先看监控指标：活跃线程数、队列长度、拒绝次数、任务耗时分布。如果活跃线程长期接近核心数、队列持续增长，说明核心线程不够；如果队列满了还拒绝，说明最大线程或队列容量也到顶了。

定位原因，先分清任务类型：CPU密集型的，线程数超过核数反而增加上下文切换，核心线程设成CPU核数+1就行；IO密集型的，线程在等待，可以多开线程，核心线程设成核数*2或更高。再看任务峰值和耗时，如果任务突发性强，队列短了容易爆；如果任务耗时波动大，最大线程要留余量。

动态调整的话，我一般用ThreadPoolExecutor的setCorePoolSize和setMaximumPoolSize，先调大最大线程，观察CPU和响应时间，再逐步调核心线程。队列如果用的是有界ArrayBlockingQueue，容量不够就换LinkedBlockingQueue，但要注意无界队列可能撑爆内存。拒绝策略上，如果业务允许丢弃，用DiscardPolicy或CallerRunsPolicy，后者让提交线程自己跑，能反压；如果必须保数据，就配合降级，比如写本地缓存或消息队列，再异步补偿。

本质就是：监控指标告诉你瓶颈在哪，任务类型决定线程数上限，队列和拒绝策略是缓冲和兜底，动态调整要小步快跑，边观察边改。",0.3,19.625,"线程池监控要抓三个指标：队列长度、拒绝次数、线程空闲率。先看队列长度，如果一直涨且接近最大值，说明有任务进不来；再看拒绝次数，如果频繁报RejectedExecutionException，那就是线程池满了没地方放。

原因定位上，先排除外部因素，比如GC卡顿或网络延迟导致任务提交变慢。然后看代码里有没有线程池被重复创建或销毁，或者有线程池被无限递归调用。

参数动态调整的话，我会用JMX或直接在代码里调线程数和队列大小。比如队列太小，就加大线程数；如果线程太多，就减小线程数并加长任务处理时间。同时要记录监控数据，形成基线，下次扩容或缩容时能参考。

本质上就是：监控是诊断，定位是找根因，调整是治标，基线才是治本。",6.125,6,Skywork/Skywork-Reward-V2-Qwen3-4B,reference_first_then_top_sample_hard_negative
