id,role,category,skill,question_type,difficulty,seniority,question,interview_intent,expected_points,source_type,answer
PM_014,产品经理,用户研究,用户需求分析,情境或行为题,初级,校招｜1-3年,如果用户反馈和数据分析结论矛盾，你会如何处理？,考察候选人在定性与定量数据冲突时的决策能力和思辨能力,先验证数据采集是否准确、检查用户样本是否有偏、深入访谈了解用户真实动机、区分'用户说的'和'用户做的'、最终以业务目标为导向做决策,self_instruct,
PM_015,产品经理,数据分析,数据驱动决策,行为面试题,中级,1-3年｜3-5年,请分享一个你通过数据发现产品问题并推动改进的真实案例。,考察候选人的数据敏感度和用数据驱动产品决策的实际能力,明确的数据指标定义、发现数据异常的方法（漏斗分析/同期群分析等）、根因分析过程、提出的改进方案与上线后的数据验证,self_instruct,
PM_016,产品经理,功能设计,产品设计,实操或任务题,中级,1-3年｜3-5年,请为一个电商App设计一个'拼团'功能，你会如何确定核心流程和关键指标？,考察功能设计能力和对社交电商玩法的理解深度,用户痛点分析、核心流程设计（开团-分享-参团-成团）、社交裂变机制、成团率/分享率/拉新成本等核心指标、风险控制（虚假拼团/售后）,self_instruct,
PM_017,产品经理,项目管理,需求优先级,情境或行为题,中级,1-3年｜3-5年,同时有四个紧急需求：大客户定制需求、线上严重bug修复、老板提出的新功能、常规版本迭代。你如何排优先级？,考察在多线程冲突下的优先级判断和沟通协调能力,按紧急重要矩阵评估、bug修复优先保障用户体验、大客户需求需评估商业价值、与老板对齐预期、与研发协商资源、必要时做取舍,self_instruct,
PM_018,产品经理,商业模式,商业分析,方案权衡或开放题,高级,3-5年｜5年以上,你认为SaaS产品按用户数定价和按使用量定价各有什么优劣？你会如何选择？,考察对商业模式设计的理解深度和商业化思维,按用户数定价简单可预测但可能抑制使用、按使用量定价灵活但收入波动大、需要考虑目标客户群体特征、产品价值交付方式、行业惯例、竞争定价等因素,self_instruct,
PM_019,产品经理,产品策略,竞争分析,方案权衡或开放题,中级,1-3年｜3-5年,如果百度地图要切入外卖市场，你需要分析哪些维度来评估可行性？,考察战略分析思维和跨界创新的能力,自身资源禀赋（地图数据/POI/流量）、市场格局与竞争壁垒、用户场景关联性（找店-导航-点餐）、配送能力建设难度、商业模式可行性、与现有业务的协同效应,self_instruct,
PM_020,产品经理,用户研究,用户访谈,行为面试题,初级,校招｜1-3年,请说说你做用户访谈时常用的提问技巧有哪些？,考察是否具备基础的用户研究方法和沟通技巧,避免引导性问题、多用开放式提问、5Why追问法、关注具体场景而非抽象观点、让用户回忆而非预测、保持中立不评判,self_instruct,
PM_021,产品经理,产品设计,交互设计,业务场景或案例题,中级,1-3年｜3-5年,请分析微信'拍一拍'功能的产品逻辑和设计亮点。,考察对社交产品设计和用户心理的洞察能力,低门槛的轻社交互动、降低社交压力、利用好奇心驱动传播、趣味性与话题性、消息提醒的克制设计、对用户行为的正向激励,self_instruct,
PM_022,产品经理,技术理解,技术思维,方案权衡或开放题,初级,校招｜1-3年,你认为产品经理需要了解技术吗？需要了解到什么程度？,考察候选人对技术理解重要性的认知和学习态度,需要了解技术可行性评估、与工程师有效沟通、理解技术约束与成本、不需要会写代码但需要懂基础架构概念、API概念、前后端分工等,self_instruct,
PM_023,产品经理,项目管理,跨部门协作,情境或行为题,中级,1-3年｜3-5年,如果研发团队评估一个需求需要3周，但你认为1周就能做完，你怎么处理？,考察冲突解决能力、尊重专业的意识以及沟通技巧,先了解研发评估的详细依据、评估是否有自己忽略的复杂度、询问是否有简化方案、用数据和原型对齐认知、尊重专业判断但可提出拆分方案,self_instruct,
PM_024,产品经理,产品策略,产品愿景,方案权衡或开放题,高级,3-5年｜5年以上,你如何定义产品的'第一性原理'？请结合你负责过的产品谈谈。,考察候选人的本质思考能力和对产品底层逻辑的理解,超越竞品分析回归用户核心需求本质、区分手段与目的、举例说明如何从第一性原理推导出与众不同的产品方案、避免思维惯性,self_instruct,
PM_025,产品经理,数据分析,指标体系,实操或任务题,中级,1-3年｜3-5年,请为一个内容社区App设计北极星指标和三级指标体系。,考察指标体系搭建能力和对内容社区产品关键指标的理解,北极星指标可选'有效内容消费时长'或'创作者活跃度'、一级指标含内容供给/内容消费/社交互动、二级三级指标细化到具体行为、注意指标间的关联与权衡,self_instruct,
PM_026,产品经理,用户研究,用户体验,业务场景或案例题,初级,校招｜1-3年,请评价你最近使用过的一个让你印象深刻的产品功能，好或不好都可以。,考察候选人的产品感知力和批判性思考能力,清晰的场景描述、从用户视角分析体验优劣、能说出背后的产品逻辑、能提出改进建议、体现日常对产品的思考习惯,self_instruct,
PM_027,产品经理,增长策略,用户增长,方案权衡或开放题,高级,3-5年｜5年以上,如果一款DAU停滞不前的社交产品交到你手里，你会从哪些方向寻找增长突破口？,考察增长思维和系统化的问题诊断能力,先做增长模型拆解（AARRR）、分析各环节转化漏斗找到瓶颈、区分拉新/留存/召回哪个ROI最高、进行用户分群分析流失原因、参考行业增长案例做假设验证,self_instruct,
PM_028,产品经理,产品设计,用户体验优化,情境或行为题,中级,1-3年｜3-5年,一个注册页面的转化率只有20%，你会如何分析和优化？,考察系统化的转化率优化方法论,通过漏斗分析定位流失环节、用热力图分析用户行为、A/B测试不同方案、简化表单字段、优化错误提示、增加社交登录、展示隐私安全保障,self_instruct,
PM_029,产品经理,项目管理,需求文档,行为面试题,初级,校招｜1-3年,你通常会如何撰写一份高质量的产品需求文档（PRD）？,考察文档能力和对需求传递严谨性的认知,明确背景与目标、用户故事与流程图、功能详述与边界条件、原型与交互说明、数据埋点需求、验收标准、版本记录与变更管理,self_instruct,
PM_030,产品经理,产品策略,产品架构,方案权衡或开放题,高级,3-5年｜5年以上,在一个成熟产品中引入AI能力，你会如何规划产品路线图？,考察对AI落地产品的理解和技术趋势的判断力,先找到高频低风险的场景切入（如搜索推荐/客服）、验证AI能力后再扩展到核心流程、考虑数据闭环和模型迭代机制、平衡自动化与人工干预、关注用户信任与透明度,self_instruct,
PM_031,产品经理,商业化,变现策略,业务场景或案例题,高级,3-5年｜5年以上,分析抖音的商业化模式和广告产品的设计逻辑。,考察对互联网广告商业模式的理解深度,信息流广告原生融入用户体验、竞价广告机制与ECPM优化、品牌广告与效果广告双轨制、电商闭环与直播带货、广告定向与隐私保护的平衡,self_instruct,
PM_032,产品经理,团队管理,产品领导力,情境或行为题,高级,3-5年｜5年以上,如果你带领的产品团队与设计团队在方案上有严重分歧，你会如何推动决策？,考察跨团队领导力和决策机制设计能力,明确分歧的本质是审美差异还是用户价值分歧、用用户研究和数据验证代替主观争论、建立基于事实的决策框架、向上对齐目标、必要时由负责人拍板,self_instruct,
PM_033,产品经理,产品设计,创新思维,方案权衡或开放题,中级,1-3年｜3-5年,如果你要给盲人设计一款出行App，你会考虑哪些核心设计原则？,考察包容性设计和以用户为中心的思维,语音交互为主的操作方式、简洁的听觉信息层级、实时环境感知与提醒、一键求助和安全机制、与公共交通系统的数据打通、离线可用性,self_instruct,
PM_034,产品经理,项目管理,敏捷开发,方案权衡或开放题,初级,校招｜1-3年,你如何理解敏捷开发中的MVP（最小可行产品）？在实际工作中如何定义MVP的范围？,考察对敏捷方法论的理解和实际应用能力,MVP是能验证核心假设的最小功能集合、核心是'验证学习'而非'功能最小'、通过用户故事地图确定核心路径、砍功能但不砍核心体验、设定明确的验证指标,self_instruct,
PM_035,产品经理,产品策略,产品定位,业务场景或案例题,中级,1-3年｜3-5年,小红书从'跨境购物攻略'转型为'生活方式社区'，请分析其产品策略的成功之处。,考察对产品迭代和用户生态变迁的理解,抓住了内容社区从工具向平台转型的窗口期、从购物决策延伸到生活方式分享、社区氛围的运营维护（社区规范/用户激励）、商业化的克制与节奏把握、内容与电商的闭环,self_instruct,
PM_036,产品经理,数据分析,A/B测试,实操或任务题,中级,1-3年｜3-5年,设计一个A/B测试方案来验证'新版首页'是否优于旧版首页。,考察科学实验设计能力和对统计显著性的理解,明确实验假设和核心指标、流量分割方式（用户级随机分流）、样本量计算与实验时长、避免干扰（网络效应/新奇效应）、确定统计显著性水平、实验结果的解读与决策标准,self_instruct,
PM_037,产品经理,产品思维,批判性思维,方案权衡或开放题,初级,校招｜1-3年,为什么马桶圈是U形的而不是O形的？请用产品经理的思维分析。,考察候选人的拆解思维和从多角度分析问题的能力,从用户需求角度（卫生/便于清洁/适配不同体型）、从成本角度（材料节省）、从功能角度（前部开口便于女性如厕）、从工程角度（结构强度均匀分布）等多维度分析,self_instruct,
PM_038,产品经理,产品策略,产品规划,情境或行为题,中级,1-3年｜3-5年,你负责的一款社交产品日活跃用户连续三个月下降，你会如何分析原因并制定复苏策略？,考察候选人的数据分析能力、归因分析思路以及从数据洞察到产品策略落地的完整闭环思考能力,从内部数据（功能使用率、留存率、核心行为转化漏斗）和外部数据（竞品动态、行业趋势）两个维度归因；提出分阶段复苏策略：止血（修复体验问题）、激活（老用户召回机制）、创新（新功能方向）；设定可量化的关键指标和A/B验证方案,self_instruct,
PM_039,产品经理,用户研究,用户需求挖掘,业务场景或案例题,中级,1-3年｜3-5年,请以一款你常用的APP为例，分析其目标用户群体的核心痛点是什么，当前产品是如何解决这些痛点的，你认为还有哪些未被满足的需求？,考察候选人的用户洞察能力、拆解产品功能与用户需求匹配度的能力，以及发现产品机会点的敏锐度,清晰定义目标用户画像及其核心场景；将产品功能与用户需求一一对应分析；提出有据可依的 unmet needs，并能初步验证需求真伪,self_instruct,
PM_040,产品经理,数据分析,指标体系建设,基础概念,中级,1-3年｜3-5年,如果要为一个电商平台的首页推荐模块设计指标体系，你会选择哪些核心指标？为什么？,考察候选人对指标分层体系的理解（北极星指标-一级指标-过程指标），以及能否区分虚荣指标与可行动指标,北极星指标：用户长期价值或GMV贡献度；过程指标：曝光-点击-加购-转化各层漏斗转化率、停留时长、跳出率；体验指标：用户满意度评分、多样性/新鲜度相关的指标；区分不同指标的用途与适用场景,self_instruct,
PM_041,产品经理,产品设计,交互设计评审,行为面试题,中级,1-3年｜3-5年,请描述一个你设计过的功能，从需求提出到上线经历了怎样的迭代过程？过程中你做了哪些关键决策？,考察候选人的产品设计流程掌控能力、决策逻辑以及复盘反思能力,完整描述从需求收集-方案设计-评审-开发-测试-上线的闭环；阐述关键决策点（如功能取舍、优先级调整、技术方案选择）及其背后的权衡逻辑；提及上线后的数据验证和后续迭代计划,self_instruct,
PM_042,产品经理,项目管理,跨团队协作,情境或行为题,中级,1-3年｜3-5年,如果你负责的项目在开发阶段被研发告知某个核心功能的技术实现时间比预期多出一倍，而上线时间无法推迟，你会如何处理？,考察候选人在资源约束下的决策能力、沟通协调能力和风险应对能力,评估多个方案：砍功能范围、拆分为版本分批上线、增加资源投入、技术降级方案等；与研发、运营、业务方等干系人沟通对齐trade-off；制定风险应对预案，确保核心价值不受影响,self_instruct,
PM_043,产品经理,产品策略,商业分析,业务场景或案例题,高级,3-5年｜5年以上,假设公司决定进入一个全新的垂直行业SaaS市场，你会从哪些维度来判断这个市场是否值得进入？请给出你的分析框架。,考察候选人的商业分析框架思维、市场判断力以及从战略高度思考产品方向的能力,市场规模分析：TAM/SAM/SOM测算、行业增长率；竞争格局：现有玩家定位、市场集中度、进入壁垒；客户需求验证：痛点强度、付费意愿、决策链条；自身优势匹配度：核心技术能力、渠道资源、品牌溢价；经济模型：CAC vs LTV、回本周期、盈亏平衡点,self_instruct,
PM_044,产品经理,用户研究,用户分群,基础概念,初级,校招｜1-3年,你认为用户画像和用户分群有什么区别？在实际工作中你更常用哪一个？为什么？,考察候选人对用户研究基础概念的掌握程度以及在真实工作场景中的应用偏好,用户画像是定性描述典型用户的虚拟人物画像，侧重用户特征、动机、场景；用户分群是基于数据的定量划分，侧重行为/属性维度（RFM模型、活跃度分层等）；两者的适用场景差异：画像用于设计方向感、分群用于精细化运营,self_instruct,
PM_045,产品经理,数据分析,A/B测试,业务场景或案例题,中级,1-3年｜3-5年,某次A/B实验结果显示新版页面转化率比旧版高了5%，但统计检验的p值为0.08。你会如何决策是否全量上线？,考察候选人对A/B测试统计原理的理解程度，以及在实际业务中平衡统计显著性与业务判断的能力,解释p值含义，08说明未达到常规显著性水平（05），结果可能是随机波动；分析样本量是否充足、实验运行时间是否覆盖完整周期；结合业务上下文判断：如果风险低且提升趋势稳定可灰度放量，如果影响核心指标则建议延长实验或优化方案,self_instruct,
PM_046,产品经理,产品设计,功能优先级,行为面试题,中级,1-3年｜3-5年,你如何确定产品需求池中各项功能的优先级？请分享你使用过的优先级排序方法及实际案例。,考察候选人对优先级排序方法论的理解和实践经验，以及面对多维度需求时的权衡决策能力,提及至少一种方法论（RICE模型、Kano模型、MoSCoW法、价值-复杂度矩阵等）；结合实际案例说明如何运用该方法做出关键判断；讨论优先级调整的动态性——什么情况下会推翻既有排序,self_instruct,
PM_047,产品经理,项目管理,敏捷开发,基础概念,初级,校招｜1-3年,谈谈你对敏捷开发的理解。在敏捷团队中，产品经理的职责与传统瀑布模型有什么不同？,考察候选人对敏捷开发模式的基本认知以及产品经理角色在敏捷中的定位理解,敏捷开发的核心理念：迭代增量、快速反馈、拥抱变化；产品经理在敏捷中的关键职责：维护Product Backlog、定义用户故事、验收标准、参与站会和回顾会；与传统瀑布模型对比：瀑布中PM前期完成完整PRD后角色减少，敏捷中PM全程持续参与,self_instruct,
PM_048,产品经理,产品策略,竞品分析,业务场景或案例题,中级,1-3年｜3-5年,如果让你对抖音和快手做一次深度的竞品分析，你会从哪些维度展开？你认为两者的核心差异是什么？,考察候选人的竞品分析框架和洞察深度，以及对内容型产品核心逻辑的理解,分析维度：产品定位、内容生态（创作者分布/内容调性）、推荐策略（中心化vs去中心化）、用户画像、商业模式、社区氛围；核心差异：抖音强中心化流量分发强调爆款内容消费，快手去中心化流量分发强调社交关系与社区感；从策略差异推导出功能和交互上的差异,self_instruct,
PM_049,产品经理,技术理解,技术原理,基础概念,初级,校招｜1-3年,产品经理是否需要懂技术？你认为产品经理应该具备哪些技术知识？,考察候选人对技术与产品关系的理解，以及自身技术知识储备和学习态度,产品经理不需要会写代码，但需要理解技术原理和可行性边界；关键技术知识：前后端基本概念、API是什么、客户端与服务器交互方式、数据存储基础、常用技术术语（SDK、HTTP、JSON、缓存等）；技术理解帮助更好地评估方案、预估工时、与研发高效沟通,self_instruct,
PM_050,产品经理,用户研究,可用性测试,情境或行为题,中级,1-3年｜3-5年,在新功能上线前，你只有一周时间来做用户验证，预算也很有限。你会选择哪些方法来完成验证？,考察候选人在资源受限情况下的用户研究方法选择能力和实操经验,低成本快速验证方法：原型测试（Figma/Mockplus）、五秒测试、走廊测试、问卷投放；小样本但高质量：招募5-8名目标用户进行面对面或远程可用性测试；验证核心而非全部：聚焦关键任务流程，避免追求全面覆盖,self_instruct,
PM_051,产品经理,数据分析,数据驱动决策,业务场景或案例题,高级,3-5年｜5年以上,你曾经通过数据分析发现了一个业务机会或扭转了一个错误决策吗？请完整描述从假设到验证到落地的全过程。,考察候选人是否真正具备用数据驱动产品决策的实战能力而非停留在理论层面,清晰描述业务背景和原始假设；展示数据探查过程（数据来源、分析维度、发现的异常或趋势）；从数据洞察转化为产品方案，并最终验证效果；体现数据思维的严谨性——排除混淆变量、注意样本偏差,self_instruct,
PM_052,产品经理,产品策略,商业模式,业务场景或案例题,高级,3-5年｜5年以上,分析一个你熟悉的免费产品的商业模式，它的收入来源是什么？如果你是产品负责人，你会如何探索新的变现路径？,考察候选人对商业模式的深度理解和变现思维的创新性,准确识别现有收入来源（广告、增值服务、电商导流、佣金等）；分析各收入来源的占比和增长天花板；提出至少2-3个创新变现方向，并评估其可行性、对用户体验的影响和商业潜力,self_instruct,
PM_053,产品经理,项目管理,需求管理,情境或行为题,中级,1-3年｜3-5年,业务方提出一个紧急需求，声称如果这个月不做会影响KPI。但研发资源已经排满，你如何处理？,考察候选人处理需求冲突和干系人管理的能力,深入了解业务方真实诉求和KPI关联性，评估是否是最优解；与研发评估是否有替代方案或降级方案；与业务方协商优先级：是否可以用运营手段暂代、是否可以暂缓其他需求置换资源；记录决策过程，建立需求变更管理机制,self_instruct,
PM_054,产品经理,产品设计,用户体验,基础概念,初级,校招｜1-3年,你认为好的产品设计应该遵循哪些原则？请举例说明。,考察候选人对用户体验基本原则的理解和应用能力,提及至少3-4条核心原则（如：尼尔森可用性原则、KISS原则、一致性、反馈可见性、容错性等）；以具体产品功能为例说明每条原则的体现；理解好设计与坏设计的对比,self_instruct,
PM_055,产品经理,产品策略,增长策略,业务场景或案例题,高级,3-5年｜5年以上,如果你负责的产品的核心DAU已经连续半年维持在500万左右没有增长，你会从哪些方向寻找新的增长点？,考察候选人在产品增长遇到瓶颈时的破局思路和增长方法论的实际运用能力,增长模型分析：AARRR各环节是否存在短板、是否有特定人群/场景渗透不足；渠道拓展：新渠道获客、老渠道优化、病毒传播系数提升；产品创新：新场景拓展、新功能拉动、社交裂变机制设计；精细化运营：分群激活、生命周期管理、流失预警与召回,self_instruct,
PM_056,产品经理,用户研究,定性研究,行为面试题,中级,1-3年｜3-5年,请分享一次你主导用户访谈的经历。你是如何设计访谈提纲的？访谈中遇到了哪些挑战？得到的洞察是如何影响产品的？,考察候选人的定性研究实操经验，从研究设计到执行到洞察转化落地的完整能力,访谈提纲设计：从开放性问题到具体问题、避免引导性提问、覆盖完整用户旅程；访谈执行挑战：用户不善表达、用户说与做不一致、访谈者偏见等及应对策略；洞察如何转化为产品决策，举例说明具体修改点,self_instruct,
PM_057,产品经理,数据分析,漏斗分析,业务场景或案例题,中级,1-3年｜3-5年,一个电商下单流程的漏斗数据显示，从'加入购物车'到'提交订单'的转化率只有30%。你会如何定位问题并优化？,考察候选人的漏斗分析思路和转化率优化的系统性方法论,进一步拆解漏斗：进入购物车页-修改商品-选择优惠-进入结算页-提交订单各步转化率；定位可能原因：价格不透明、运费意外高、登录/支付流程繁琐、页面加载慢等；提出具体优化方案：价格前置展示、一键下单、游客购买、支付方式丰富等；通过A/B实验验证优化效果,self_instruct,
PM_058,产品经理,产品策略,产品定位,业务场景或案例题,高级,3-5年｜5年以上,如果一家传统零售企业想要转型做一款面向C端的电商APP，你会如何帮助它找到产品定位和差异化切入点？,考察候选人在传统企业数字化转型背景下的产品战略思考和差异化定位能力,分析传统零售企业的核心优势：供应链、门店网络、品牌信任、商品品质把控；结合行业趋势和竞争格局找到差异化切入点（如线下线上融合、即时零售、会员体系打通、独家商品等）；制定分阶段的产品策略：MVP验证核心假设，逐步扩展功能边界,self_instruct,
PM_059,产品经理,项目管理,进度管理,情境或行为题,中级,1-3年｜3-5年,项目进行到一半，你发现按照当前进度肯定无法按时交付。你会怎么做？,考察候选人在项目延期风险下的应对能力和主动管理意识,第一时间识别延期风险并量化影响；分析根因：估算不准、需求变更、技术难题、资源不足；提出应对方案：缩减范围/增加资源/调整排期，并评估各方案影响；及时向上级和干系人同步风险及应对计划，避免 surprise,self_instruct,
PM_060,产品经理,产品设计,PRD撰写,行为面试题,初级,校招｜1-3年,你通常如何撰写一份高质量的PRD？包含哪些核心模块？分享一个你写过的PRD案例。,考察候选人对产品需求文档的理解和撰写能力，以及是否具备结构化的表达习惯,PRD核心模块：背景与目标、用户故事/功能列表、交互流程与原型、业务规则与逻辑、数据埋点需求、验收标准；强调可读性和可执行性：避免歧义、对异常流程和边界条件做清晰说明；举例说明某个功能PRD的关键决策和逻辑细节,self_instruct,
PM_061,产品经理,产品策略,创新思维,方案权衡或开放题,中级,1-3年｜3-5年,请设计一个解决'城市白领午餐选择困难'的产品方案，从用户洞察到核心功能到商业模式完整阐述。,考察候选人从用户痛点出发进行产品创新的完整思维链条——洞察-方案-验证-商业闭环,用户洞察：白领午餐的核心痛点（选择成本高、信息不对称、品质不稳定、配送时效）；核心功能方案：智能推荐（基于口味/历史/位置）、小组拼单、限时精选、到店自取等差异化设计；商业模式：佣金、订阅服务、广告、数据服务等；MVP验证方案,self_instruct,
PM_062,产品经理,数据分析,用户留存,业务场景或案例题,中级,1-3年｜3-5年,一款新上线30天的社交产品次日留存率为40%，7日留存率降到10%。你认为这是好还是坏？如果要提升留存，你会从哪些方面入手？,考察候选人对留存指标的理解深度和留存优化方法论,行业标杆参考：优质社交产品次日留存40-50%、7日留存20-30%，当前7日留存偏低；分析流失原因：新用户引导是否有效、核心价值是否在首周传递、社交关系链是否建立；提升留存策略：优化onboarding流程、建立社交关系推荐机制、push策略优化、核心功能引导等,self_instruct,
PM_063,产品经理,产品策略,产品规划,基础概念,高级,3-5年｜5年以上,假设我们是一款DAU过亿的社交产品，现在面临用户增长见顶、核心用户留存率连续3个季度下滑的问题。你会如何制定未来12个月的产品战略？请从用户分层、产品方向、商业化三个维度展开。,考察候选人面对成熟产品瓶颈时的战略思考能力，能否跳出功能思维进行系统性产品规划,用户分层分析：识别高价值核心用户与沉默用户的不同需求 产品方向：从增量转向存量运营，强化社交关系链和内容深度 商业化：探索会员增值服务或场景化变现，平衡用户体验与商业目标 设立北极星指标和阶段性里程碑,self_instruct,
PM_064,产品经理,数据分析,数据驱动决策,业务场景或案例题,中级,1-3年｜3-5年,你上线了一个新功能，第一周数据显示功能使用率只有预期的30%。你会如何分析这个问题？请给出完整的分析框架和可能的优化方向。,评估候选人数据驱动决策的能力，能否系统性地排查问题而非凭感觉猜测,数据验证：确认埋点数据准确性，排除技术问题 漏斗分析：检查从曝光、点击到完成的各环节转化率 用户分群：对比不同用户群体的使用差异 定性分析：通过用户访谈或可用性测试了解原因 制定A/B测试方案验证优化假设,self_instruct,
PM_065,产品经理,用户研究,用户需求挖掘,行为面试题,中级,1-3年｜3-5年,请分享一个你通过用户研究发现了与团队假设完全相反的用户需求的案例。你当时是如何发现这一偏差的？团队是如何被说服的？最终结果如何？,考察候选人用户研究实战经验和面对团队反对时的沟通说服能力,清晰描述研究方法和样本量 具体说明假设与实际的差距 展示如何用数据和研究证据说服团队 说明调整后的产品方案和结果 总结对用户研究方法的反思,self_instruct,
PM_066,产品经理,产品设计,交互设计,方案权衡或开放题,中级,1-3年｜3-5年,请设计一个面向老年人的健康管理App的核心功能模块，从用户画像、使用场景、功能优先级到关键交互流程进行阐述。需要考虑老年人使用手机的特点。,考察候选人针对特定人群进行产品设计的能力，以及对适老化设计的理解,用户画像：明确目标用户特征（年龄、健康状况、数字素养） 场景分析：日常健康监测、用药提醒、在线问诊等场景 功能优先级：核心功能与扩展功能的取舍 适老化设计：大字体、高对比度、语音交互、简化操作路径 情感化设计：减少焦虑、正向激励、家人联动,self_instruct,
PM_067,产品经理,项目管理,跨部门协作,行为面试题,初级,校招｜1-3年,描述一次你需要在没有直接管理权限的情况下推动多个团队（如设计、研发、运营）共同完成一个项目目标的经历。你是如何协调各方利益并确保项目按时交付的？,考察候选人横向领导力和跨团队协作能力，这是初级PM的核心素质,STAR法则清晰描述情境、任务、行动和结果 说明如何识别各团队的核心诉求 展示沟通协调策略和冲突解决方式 项目管理工具和机制的使用 项目最终成果和经验总结,self_instruct,
PM_068,产品经理,产品策略,竞争分析,基础概念,高级,3-5年｜5年以上,你所在的赛道出现了一个快速增长的新竞品，其在AI能力上明显领先于我们。作为产品负责人，你会如何应对？请从短期防御、中期追赶和长期超越三个时间维度提出策略。,考察候选人在竞争环境突变下的战略应变能力和技术趋势判断,短期：差异化竞争，发挥自身生态和数据优势，守住核心用户 中期：明确AI能力建设路线图，识别关键应用场景 长期：判断技术终局，考虑自研与合作策略 资源分配：如何在现有业务和创新业务间平衡投入 风险评估和备选方案,self_instruct,
PM_069,产品经理,数据分析,指标体系,基础概念,中级,1-3年｜3-5年,你负责一款电商App的产品，请设计一套完整的用户增长指标体系，包含AARRR模型各阶段的核心指标，并说明每个指标之间的关联关系。,考察候选人是否具备系统化的数据指标体系搭建能力,获取阶段：渠道来源、CAC、下载转化率 激活阶段：注册率、首单转化、核心行为完成率 留存阶段：次日/7日/30日留存率、回访频率 推荐阶段：分享率、K因子、邀请转化率 收入阶段：ARPU、LTV、GMV、复购率 指标关联性说明：如LTV>CAC的健康度判断,self_instruct,
PM_070,产品经理,产品设计,用户体验,方案权衡或开放题,初级,校招｜1-3年,请为一个在线教育平台的课后作业提交功能设计用户体验流程。需要包含从作业布置、学生提交、教师批改到反馈闭环的完整流程。,考察初级PM对完整产品流程的设计能力和对多方用户需求的平衡能力,角色分析：教师、学生、家长三方的核心需求 作业布置：截止时间设置、附件格式支持、自动提醒 学生提交：多种提交方式、草稿保存、提交确认 教师批改：批注工具、评分模板、批量操作 反馈闭环：成绩通知、错题集生成、学情分析,self_instruct,
PM_071,产品经理,用户研究,可用性测试,行为面试题,中级,1-3年｜3-5年,你负责的产品在上线后收到了大量负面用户反馈。团队内部对问题的根源存在分歧——设计团队认为是技术实现问题，技术团队认为是交互设计问题。你会如何解决这个分歧并推动问题解决？,考察候选人面对内部争议时的客观分析能力和推动问题解决的执行力,首要任务：收集充分的用户反馈数据，量化问题严重程度 中立调查：组织可用性测试或日志分析，获取客观证据 归因分析：区分是设计问题还是技术问题，或两者叠加 组织复盘会：用数据而非主观判断引导讨论 推动行动：确定责任人、排期和验证方案,self_instruct,
PM_072,产品经理,产品策略,商业模式,基础概念,高级,3-5年｜5年以上,假设我们要做一款面向中小企业的SaaS产品，市场上已有多个竞争对手。请设计其商业模式，包括定价策略、获客渠道、付费转化漏斗和长期增长飞轮。,考察候选人对B端产品的商业模式设计能力，是否具备商业化思维,价值定位：明确目标客户群体和核心痛点 定价策略：分层定价（免费版/专业版/企业版）或按量计费 获客渠道：内容营销、渠道合作、行业展会、口碑推荐 转化漏斗：免费试用→功能限制→付费转化 增长飞轮：用户体验提升→口碑传播→用户增长→更多数据→产品优化,self_instruct,
PM_073,产品经理,技术理解,AI产品,基础概念,高级,3-5年｜5年以上,大语言模型在toC产品中落地面临幻觉问题和推理成本高的挑战。如果你要设计一款AI助手产品，你会如何从产品层面设计机制来缓解这些问题？,考察候选人对AI技术落地的理解深度和产品化解法的创新能力,幻觉问题：知识库检索增强（RAG）、来源引用、置信度提示、用户反馈闭环 成本控制：问题分级路由（简单问题用小模型）、缓存机制、Token预算管理 产品设计：引导用户更好提问、设置合理的期望管理 质量控制：A/B测试评估标准、人工抽样review机制 渐进式能力开放：根据用户使用深度逐步开放高级功能,self_instruct,
PM_074,产品经理,项目管理,需求管理,行为面试题,初级,校招｜1-3年,作为产品经理，你如何处理来自多个业务方同时提出的紧急需求？请分享一个具体案例，说明你如何进行需求优先级排序和沟通。,考察初级PM的需求管理能力和沟通协调基本功,需求评估框架：影响范围、紧急程度、ROI、战略对齐度 与各业务方一对一的深入沟通，了解真实诉求 用数据或用户反馈支撑优先级决策 对未被满足的需求给出合理预期和替代方案 最终安排和各方满意度,self_instruct,
PM_075,产品经理,产品设计,功能设计,方案权衡或开放题,中级,1-3年｜3-5年,请设计一个二手交易平台的信用和信任机制。需要考虑买卖双方的信用评估、交易保障和纠纷处理，目标是提升平台成交转化率和用户信任度。,考察候选人设计双边市场信任机制的深度思考能力,实名认证体系：多层级认证（手机号/身份证/人脸） 信用评分：交易历史、评价系统、履约率 交易保障：担保交易、验货服务、退款机制 纠纷处理：举证规则、客服仲裁流程 激励与惩罚：高信用用户特权、违规行为降权公示,self_instruct,
PM_076,产品经理,数据分析,实验设计,基础概念,中级,1-3年｜3-5年,你计划对首页推荐算法进行一次重大改版，请设计完整的A/B测试方案，包括实验假设、样本量计算、分流策略、评估指标和决策标准。,考察候选人科学实验设计和数据验证的专业能力,实验假设：明确H0和H1 样本量计算：根据预期提升效果和统计功效计算所需样本 分流策略：随机分流、分层抽样、保证实验组对照组同质 评估指标：核心指标（点击率、停留时长）、护栏指标（用户体验、内容多样性） 统计显著性：设置p值和最小可检测效应 决策标准：达到显著正向且无负向护栏指标变化则全量,self_instruct,
